MapDate;StateAbbreviation;None;D0;D1;D2;D3;D4;ValidStart;ValidEnd;StatisticFormatID
20120828;NE;0;100;100;100;97.21;23.33;28.08.2012;03.09.2012;1
20120821;NE;0;100;100;100;98.3;22.53;21.08.2012;27.08.2012;1
20120814;NE;0;100;100;100;91.4;22.53;14.08.2012;20.08.2012;1
20120807;NE;0;100;100;100;91.17;3.46;07.08.2012;13.08.2012;1
20120731;NE;0;100;100;100;83;3.46;31.07.2012;06.08.2012;1
20120724;NE;0;100;100;100;64.07;2.8;24.07.2012;30.07.2012;1
20120717;NE;0;100;100;75.46;4.93;0;17.07.2012;23.07.2012;1
20120710;NE;0;100;99.81;54.57;2.03;0;10.07.2012;16.07.2012;1
20120703;NE;0.19;99.81;77.22;40.55;2.28;0;03.07.2012;09.07.2012;1
20120626;NE;11.89;88.11;64.63;40.66;0;0;26.06.2012;02.07.2012;1
20120619;NE;15.63;84.37;65.55;4.94;0;0;19.06.2012;25.06.2012;1
20120612;NE;16.47;83.53;31.72;0.42;0;0;12.06.2012;18.06.2012;1
20120605;NE;38.5;61.5;21.56;0;0;0;05.06.2012;11.06.2012;1
20120529;NE;56.19;43.81;18.79;0;0;0;29.05.2012;04.06.2012;1
20120522;NE;57.68;42.32;11.57;0;0;0;22.05.2012;28.05.2012;1
20120515;NE;70.47;29.53;5.24;0;0;0;15.05.2012;21.05.2012;1
20120508;NE;73.3;26.7;5.24;0;0;0;08.05.2012;14.05.2012;1
20120501;NE;62.33;37.67;6.49;0;0;0;01.05.2012;07.05.2012;1
20120424;NE;57.82;42.18;11.93;0;0;0;24.04.2012;30.04.2012;1
20120417;NE;57.82;42.18;11.93;0;0;0;17.04.2012;23.04.2012;1
20120410;NE;52.85;47.15;8.09;0;0;0;10.04.2012;16.04.2012;1
20120403;NE;48.89;51.11;2.84;0;0;0;03.04.2012;09.04.2012;1
20120327;NE;57.73;42.27;0.28;0;0;0;27.03.2012;02.04.2012;1
20120320;NE;69.88;30.12;0.28;0;0;0;20.03.2012;26.03.2012;1
20120313;NE;70.49;29.51;0.28;0;0;0;13.03.2012;19.03.2012;1
20120306;NE;86.26;13.74;0.28;0;0;0;06.03.2012;12.03.2012;1
20120228;NE;80.83;19.17;3.06;0.03;0;0;28.02.2012;05.03.2012;1
20120221;NE;80.83;19.17;3.06;0.03;0;0;21.02.2012;27.02.2012;1
20120214;NE;80.83;19.17;3.06;0.03;0;0;14.02.2012;20.02.2012;1
20120207;NE;80.98;19.02;3.06;0.02;0;0;07.02.2012;13.02.2012;1
20120131;NE;40.45;59.55;13.81;0.65;0;0;31.01.2012;06.02.2012;1
20120124;NE;40.45;59.55;13.81;0.65;0;0;24.01.2012;30.01.2012;1
20120117;NE;67.3;32.7;13.81;0.65;0;0;17.01.2012;23.01.2012;1
20120110;NE;67.3;32.7;13.81;0.65;0;0;10.01.2012;16.01.2012;1
20120103;NE;71.68;28.32;13.81;0.65;0;0;03.01.2012;09.01.2012;1
20111227;NE;71.68;28.32;13.81;0.65;0;0;27.12.2011;02.01.2012;1
20111220;NE;71.68;28.32;13.81;0.65;0;0;20.12.2011;26.12.2011;1
20111213;NE;68.47;31.53;15.5;1.91;0;0;13.12.2011;19.12.2011;1
20111206;NE;68.47;31.53;15.5;1.91;0;0;06.12.2011;12.12.2011;1
20111129;NE;64.51;35.49;20.69;2.03;0;0;29.11.2011;05.12.2011;1
20111122;NE;64.51;35.49;20.69;2.03;0;0;22.11.2011;28.11.2011;1
20111115;NE;68.79;31.21;20.69;2.03;0;0;15.11.2011;21.11.2011;1
20111108;NE;69.73;30.27;20.42;0;0;0;08.11.2011;14.11.2011;1
20111101;NE;70.44;29.56;20.42;0;0;0;01.11.2011;07.11.2011;1
20111025;NE;78.21;21.79;2.19;0;0;0;25.10.2011;31.10.2011;1
20111018;NE;79.03;20.97;0.38;0;0;0;18.10.2011;24.10.2011;1
20111011;NE;80.25;19.75;0.38;0;0;0;11.10.2011;17.10.2011;1
20111004;NE;58.18;41.82;0;0;0;0;04.10.2011;10.10.2011;1
20110927;NE;75.7;24.3;0;0;0;0;27.09.2011;03.10.2011;1
20110920;NE;75.7;24.3;0;0;0;0;20.09.2011;26.09.2011;1
20110913;NE;59.9;40.1;0;0;0;0;13.09.2011;19.09.2011;1
20110906;NE;82.04;17.96;0;0;0;0;06.09.2011;12.09.2011;1
20110830;NE;94.21;5.79;0;0;0;0;30.08.2011;05.09.2011;1
20110823;NE;95.74;4.26;0;0;0;0;23.08.2011;29.08.2011;1
20110816;NE;94.1;5.9;0;0;0;0;16.08.2011;22.08.2011;1
20110809;NE;90.09;9.91;0.1;0;0;0;09.08.2011;15.08.2011;1
20110802;NE;92.24;7.76;0;0;0;0;02.08.2011;08.08.2011;1
20110726;NE;100;0;0;0;0;0;26.07.2011;01.08.2011;1
20110719;NE;100;0;0;0;0;0;19.07.2011;25.07.2011;1
20110712;NE;100;0;0;0;0;0;12.07.2011;18.07.2011;1
20110705;NE;97.97;2.03;0;0;0;0;05.07.2011;11.07.2011;1
20110628;NE;97.97;2.03;0;0;0;0;28.06.2011;04.07.2011;1
20110621;NE;98.52;1.48;0;0;0;0;21.06.2011;27.06.2011;1
20110614;NE;98.52;1.48;0;0;0;0;14.06.2011;20.06.2011;1
20110607;NE;98.52;1.48;0;0;0;0;07.06.2011;13.06.2011;1
20110531;NE;98.52;1.48;0;0;0;0;31.05.2011;06.06.2011;1
20110524;NE;96.59;3.41;0;0;0;0;24.05.2011;30.05.2011;1
20110517;NE;87.93;12.07;0;0;0;0;17.05.2011;23.05.2011;1
20110510;NE;59.27;40.73;0.23;0;0;0;10.05.2011;16.05.2011;1
20110503;NE;59.28;40.72;0.17;0;0;0;03.05.2011;09.05.2011;1
20110426;NE;79.02;20.98;0.17;0;0;0;26.04.2011;02.05.2011;1
20110419;NE;52.21;47.79;0.95;0.01;0;0;19.04.2011;25.04.2011;1
20110412;NE;46.27;53.73;15.21;0.01;0;0;12.04.2011;18.04.2011;1
20110405;NE;46.45;53.55;14.93;0;0;0;05.04.2011;11.04.2011;1
20110329;NE;46.15;53.85;3.31;0;0;0;29.03.2011;04.04.2011;1
20110322;NE;46.15;53.85;0.38;0;0;0;22.03.2011;28.03.2011;1
20110315;NE;56.85;43.15;0.32;0;0;0;15.03.2011;21.03.2011;1
20110308;NE;52.48;47.52;0.33;0;0;0;08.03.2011;14.03.2011;1
20110301;NE;53.97;46.03;9.97;0;0;0;01.03.2011;07.03.2011;1
20110222;NE;53.97;46.03;9.96;0;0;0;22.02.2011;28.02.2011;1
20110215;NE;53.97;46.03;9.96;0;0;0;15.02.2011;21.02.2011;1
20110208;NE;53.97;46.03;9.96;0;0;0;08.02.2011;14.02.2011;1
20110201;NE;53.78;46.22;9.96;0;0;0;01.02.2011;07.02.2011;1
20110125;NE;53.78;46.22;9.96;0;0;0;25.01.2011;31.01.2011;1
20110118;NE;53.78;46.22;9.96;0;0;0;18.01.2011;24.01.2011;1
20110111;NE;53.97;46.03;9.96;0;0;0;11.01.2011;17.01.2011;1
20110104;NE;53.97;46.03;9.96;0;0;0;04.01.2011;10.01.2011;1
20101228;NE;54.09;45.91;9.96;0;0;0;28.12.2010;03.01.2011;1
20101221;NE;58.26;41.74;9.96;0;0;0;21.12.2010;27.12.2010;1
20101214;NE;63.4;36.6;9.96;0;0;0;14.12.2010;20.12.2010;1
20101207;NE;63.4;36.6;9.95;0;0;0;07.12.2010;13.12.2010;1
20101130;NE;63.4;36.6;9.95;0;0;0;30.11.2010;06.12.2010;1
20101123;NE;63.4;36.6;9.95;0;0;0;23.11.2010;29.11.2010;1
20101116;NE;63.4;36.6;9.95;0;0;0;16.11.2010;22.11.2010;1
20101109;NE;62.64;37.36;9.96;0;0;0;09.11.2010;15.11.2010;1
20101102;NE;69.62;30.38;9.96;0;0;0;02.11.2010;08.11.2010;1
20101026;NE;69.62;30.38;9.96;0;0;0;26.10.2010;01.11.2010;1
20101019;NE;79.01;20.99;7.09;0;0;0;19.10.2010;25.10.2010;1
20101012;NE;82.44;17.56;0;0;0;0;12.10.2010;18.10.2010;1
20101005;NE;80.59;19.41;0;0;0;0;05.10.2010;11.10.2010;1
20100928;NE;80.59;19.41;0;0;0;0;28.09.2010;04.10.2010;1
20100921;NE;79.78;20.22;0;0;0;0;21.09.2010;27.09.2010;1
20100914;NE;94.01;5.99;0;0;0;0;14.09.2010;20.09.2010;1
20100907;NE;95.63;4.37;0;0;0;0;07.09.2010;13.09.2010;1
20100831;NE;96.72;3.28;0;0;0;0;31.08.2010;06.09.2010;1
20100824;NE;96.72;3.28;0;0;0;0;24.08.2010;30.08.2010;1
20100817;NE;87.95;12.05;0;0;0;0;17.08.2010;23.08.2010;1
20100810;NE;100;0;0;0;0;0;10.08.2010;16.08.2010;1
20100803;NE;100;0;0;0;0;0;03.08.2010;09.08.2010;1
20100727;NE;100;0;0;0;0;0;27.07.2010;02.08.2010;1
20100720;NE;100;0;0;0;0;0;20.07.2010;26.07.2010;1
20100713;NE;100;0;0;0;0;0;13.07.2010;19.07.2010;1
20100706;NE;100;0;0;0;0;0;06.07.2010;12.07.2010;1
20100629;NE;100;0;0;0;0;0;29.06.2010;05.07.2010;1
20100622;NE;100;0;0;0;0;0;22.06.2010;28.06.2010;1
20100615;NE;100;0;0;0;0;0;15.06.2010;21.06.2010;1
20100608;NE;100;0;0;0;0;0;08.06.2010;14.06.2010;1
20100601;NE;100;0;0;0;0;0;01.06.2010;07.06.2010;1
20100525;NE;100;0;0;0;0;0;25.05.2010;31.05.2010;1
20100518;NE;100;0;0;0;0;0;18.05.2010;24.05.2010;1
20100511;NE;100;0;0;0;0;0;11.05.2010;17.05.2010;1
20100504;NE;100;0;0;0;0;0;04.05.2010;10.05.2010;1
20100427;NE;100;0;0;0;0;0;27.04.2010;03.05.2010;1
20100420;NE;100;0;0;0;0;0;20.04.2010;26.04.2010;1
20100413;NE;100;0;0;0;0;0;13.04.2010;19.04.2010;1
20100406;NE;100;0;0;0;0;0;06.04.2010;12.04.2010;1
20100330;NE;100;0;0;0;0;0;30.03.2010;05.04.2010;1
20100323;NE;100;0;0;0;0;0;23.03.2010;29.03.2010;1
20100316;NE;100;0;0;0;0;0;16.03.2010;22.03.2010;1
20100309;NE;100;0;0;0;0;0;09.03.2010;15.03.2010;1
20100302;NE;100;0;0;0;0;0;02.03.2010;08.03.2010;1
20100223;NE;100;0;0;0;0;0;23.02.2010;01.03.2010;1
20100216;NE;100;0;0;0;0;0;16.02.2010;22.02.2010;1
20100209;NE;100;0;0;0;0;0;09.02.2010;15.02.2010;1
20100202;NE;100;0;0;0;0;0;02.02.2010;08.02.2010;1
20100126;NE;100;0;0;0;0;0;26.01.2010;01.02.2010;1
20100119;NE;100;0;0;0;0;0;19.01.2010;25.01.2010;1
20100112;NE;100;0;0;0;0;0;12.01.2010;18.01.2010;1
20100105;NE;100;0;0;0;0;0;05.01.2010;11.01.2010;1
20091229;NE;100;0;0;0;0;0;29.12.2009;04.01.2010;1
20091222;NE;100;0;0;0;0;0;22.12.2009;28.12.2009;1
20091215;NE;100;0;0;0;0;0;15.12.2009;21.12.2009;1
20091208;NE;100;0;0;0;0;0;08.12.2009;14.12.2009;1
20091201;NE;100;0;0;0;0;0;01.12.2009;07.12.2009;1
20091124;NE;100;0;0;0;0;0;24.11.2009;30.11.2009;1
20091117;NE;100;0;0;0;0;0;17.11.2009;23.11.2009;1
20091110;NE;100;0;0;0;0;0;10.11.2009;16.11.2009;1
20091103;NE;100;0;0;0;0;0;03.11.2009;09.11.2009;1
20091027;NE;100;0;0;0;0;0;27.10.2009;02.11.2009;1
20091020;NE;83.46;16.54;0;0;0;0;20.10.2009;26.10.2009;1
20091013;NE;84.75;15.25;0;0;0;0;13.10.2009;19.10.2009;1
20091006;NE;81.59;18.41;0;0;0;0;06.10.2009;12.10.2009;1
20090929;NE;95.67;4.33;0;0;0;0;29.09.2009;05.10.2009;1
20090922;NE;95.67;4.33;0;0;0;0;22.09.2009;28.09.2009;1
20090915;NE;95.67;4.33;0;0;0;0;15.09.2009;21.09.2009;1
20090908;NE;95.31;4.69;0;0;0;0;08.09.2009;14.09.2009;1
20090901;NE;95.31;4.69;0;0;0;0;01.09.2009;07.09.2009;1
20090825;NE;88.61;11.39;3.53;0;0;0;25.08.2009;31.08.2009;1
20090818;NE;88.61;11.39;3.53;0;0;0;18.08.2009;24.08.2009;1
20090811;NE;71.13;28.87;5.02;0;0;0;11.08.2009;17.08.2009;1
20090804;NE;71.15;28.85;2.76;0;0;0;04.08.2009;10.08.2009;1
20090728;NE;76.25;23.75;2.06;0;0;0;28.07.2009;03.08.2009;1
20090721;NE;76.25;23.75;2.06;0;0;0;21.07.2009;27.07.2009;1
20090714;NE;83.71;16.29;2.06;0;0;0;14.07.2009;20.07.2009;1
20090707;NE;94.73;5.27;1.64;0;0;0;07.07.2009;13.07.2009;1
20090630;NE;95.35;4.65;2.1;0;0;0;30.06.2009;06.07.2009;1
20090623;NE;87;13;0.67;0;0;0;23.06.2009;29.06.2009;1
20090616;NE;79.64;20.36;0;0;0;0;16.06.2009;22.06.2009;1
20090609;NE;72.06;27.94;0;0;0;0;09.06.2009;15.06.2009;1
20090602;NE;61.22;38.78;0;0;0;0;02.06.2009;08.06.2009;1
20090526;NE;83.22;16.78;0;0;0;0;26.05.2009;01.06.2009;1
20090519;NE;77.78;22.22;0;0;0;0;19.05.2009;25.05.2009;1
20090512;NE;85.7;14.3;0;0;0;0;12.05.2009;18.05.2009;1
20090505;NE;85.88;14.12;0;0;0;0;05.05.2009;11.05.2009;1
20090428;NE;71.81;28.19;0;0;0;0;28.04.2009;04.05.2009;1
20090421;NE;98.43;1.57;0;0;0;0;21.04.2009;27.04.2009;1
20090414;NE;89.26;10.74;0;0;0;0;14.04.2009;20.04.2009;1
20090407;NE;86.31;13.69;0;0;0;0;07.04.2009;13.04.2009;1
20090331;NE;87.85;12.15;0;0;0;0;31.03.2009;06.04.2009;1
20090324;NE;87.37;12.63;0;0;0;0;24.03.2009;30.03.2009;1
20090317;NE;88.99;11.01;0;0;0;0;17.03.2009;23.03.2009;1
20090310;NE;88.99;11.01;0;0;0;0;10.03.2009;16.03.2009;1
20090303;NE;88.99;11.01;0;0;0;0;03.03.2009;09.03.2009;1
20090224;NE;89.48;10.52;0;0;0;0;24.02.2009;02.03.2009;1
20090217;NE;89.48;10.52;0;0;0;0;17.02.2009;23.02.2009;1
20090210;NE;89.48;10.52;0;0;0;0;10.02.2009;16.02.2009;1
20090203;NE;89.48;10.52;0;0;0;0;03.02.2009;09.02.2009;1
20090127;NE;89.51;10.49;0;0;0;0;27.01.2009;02.02.2009;1
20090120;NE;89.77;10.23;0;0;0;0;20.01.2009;26.01.2009;1
20090113;NE;89.77;10.23;0;0;0;0;13.01.2009;19.01.2009;1
20090106;NE;89.77;10.23;0;0;0;0;06.01.2009;12.01.2009;1
20081230;NE;89.77;10.23;0;0;0;0;30.12.2008;05.01.2009;1
20081223;NE;89.77;10.23;0;0;0;0;23.12.2008;29.12.2008;1
20081216;NE;89.77;10.23;0;0;0;0;16.12.2008;22.12.2008;1
20081209;NE;89.77;10.23;0;0;0;0;09.12.2008;15.12.2008;1
20081202;NE;89.77;10.23;0;0;0;0;02.12.2008;08.12.2008;1
20081125;NE;90.21;9.79;0;0;0;0;25.11.2008;01.12.2008;1
20081118;NE;90.21;9.79;0;0;0;0;18.11.2008;24.11.2008;1
20081111;NE;90.7;9.3;0;0;0;0;11.11.2008;17.11.2008;1
20081104;NE;90.02;9.98;0;0;0;0;04.11.2008;10.11.2008;1
20081028;NE;90.02;9.98;0;0;0;0;28.10.2008;03.11.2008;1
20081021;NE;90.04;9.96;0;0;0;0;21.10.2008;27.10.2008;1
20081014;NE;89.98;10.02;0;0;0;0;14.10.2008;20.10.2008;1
20081007;NE;82.97;17.03;0;0;0;0;07.10.2008;13.10.2008;1
20080930;NE;82.97;17.03;0.18;0;0;0;30.09.2008;06.10.2008;1
20080923;NE;82.78;17.22;0.26;0;0;0;23.09.2008;29.09.2008;1
20080916;NE;77.74;22.26;0.26;0;0;0;16.09.2008;22.09.2008;1
20080909;NE;67.27;32.73;5.75;0;0;0;09.09.2008;15.09.2008;1
20080902;NE;57.5;42.5;11.95;0;0;0;02.09.2008;08.09.2008;1
20080826;NE;53.67;46.33;9.48;0;0;0;26.08.2008;01.09.2008;1
20080819;NE;72.71;27.29;3.38;0;0;0;19.08.2008;25.08.2008;1
20080812;NE;78.3;21.7;7.13;0;0;0;12.08.2008;18.08.2008;1
20080805;NE;51.61;48.39;11.93;0;0;0;05.08.2008;11.08.2008;1
20080729;NE;69.23;30.77;11.92;0;0;0;29.07.2008;04.08.2008;1
20080722;NE;69.22;30.78;11.73;0;0;0;22.07.2008;28.07.2008;1
20080715;NE;76.76;23.24;8.82;0;0;0;15.07.2008;21.07.2008;1
20080708;NE;76.98;23.02;8.82;0;0;0;08.07.2008;14.07.2008;1
20080701;NE;76.98;23.02;9.92;0;0;0;01.07.2008;07.07.2008;1
20080624;NE;76.98;23.02;9.92;0;0;0;24.06.2008;30.06.2008;1
20080617;NE;76.91;23.09;9.92;0;0;0;17.06.2008;23.06.2008;1
20080610;NE;77.08;22.92;10;4.92;0;0;10.06.2008;16.06.2008;1
20080603;NE;77.12;22.88;10;4.92;0;0;03.06.2008;09.06.2008;1
20080527;NE;77.12;22.88;10;4.92;0;0;27.05.2008;02.06.2008;1
20080520;NE;65.4;34.6;15.04;7.75;0;0;20.05.2008;26.05.2008;1
20080513;NE;65.4;34.6;15.08;7.75;0;0;13.05.2008;19.05.2008;1
20080506;NE;63.27;36.73;17.98;7.75;1.72;0;06.05.2008;12.05.2008;1
20080429;NE;66.67;33.33;19.12;7.75;1.72;0;29.04.2008;05.05.2008;1
20080422;NE;66.67;33.33;19.12;7.75;1.72;0;22.04.2008;28.04.2008;1
20080415;NE;66.67;33.33;19.12;7.75;1.72;0;15.04.2008;21.04.2008;1
20080408;NE;66.67;33.33;23.82;7.75;1.72;0;08.04.2008;14.04.2008;1
20080401;NE;66.67;33.33;23.82;7.75;1.72;0;01.04.2008;07.04.2008;1
20080325;NE;66.67;33.33;23.82;7.75;1.72;0;25.03.2008;31.03.2008;1
20080318;NE;66.67;33.33;23.82;7.75;1.72;0;18.03.2008;24.03.2008;1
20080311;NE;66.67;33.33;23.82;7.75;1.72;0;11.03.2008;17.03.2008;1
20080304;NE;66.67;33.33;15.75;7.75;1.72;0;04.03.2008;10.03.2008;1
20080226;NE;66.67;33.33;15.75;7.75;1.72;0;26.02.2008;03.03.2008;1
20080219;NE;66.67;33.33;15.75;7.75;1.72;0;19.02.2008;25.02.2008;1
20080212;NE;66.67;33.33;15.75;7.75;1.72;0;12.02.2008;18.02.2008;1
20080205;NE;66.67;33.33;15.75;7.75;1.72;0;05.02.2008;11.02.2008;1
20080129;NE;66.67;33.33;15.75;7.75;1.72;0;29.01.2008;04.02.2008;1
20080122;NE;66.7;33.3;15.75;7.75;1.72;0;22.01.2008;28.01.2008;1
20080115;NE;66.7;33.3;15.79;7.75;1.72;0;15.01.2008;21.01.2008;1
20080108;NE;66.7;33.3;15.79;7.75;1.72;0;08.01.2008;14.01.2008;1
20080101;NE;66.74;33.26;15.92;7.75;1.72;0;01.01.2008;07.01.2008;1
20071225;NE;66.74;33.26;15.92;7.75;1.72;0;25.12.2007;31.12.2007;1
20071218;NE;66.74;33.26;15.92;7.75;1.72;0;18.12.2007;24.12.2007;1
20071211;NE;66.43;33.57;15.9;7.75;1.72;0;11.12.2007;17.12.2007;1
20071204;NE;66.43;33.57;15.9;7.75;1.72;0;04.12.2007;10.12.2007;1
20071127;NE;69.11;30.89;15.9;7.75;1.72;0;27.11.2007;03.12.2007;1
20071120;NE;69.11;30.89;15.9;7.75;1.72;0;20.11.2007;26.11.2007;1
20071113;NE;69.11;30.89;15.9;7.75;1.72;0;13.11.2007;19.11.2007;1
20071106;NE;73.25;26.75;13.55;6.65;1.72;0;06.11.2007;12.11.2007;1
20071030;NE;73.25;26.75;13.55;6.65;1.72;0;30.10.2007;05.11.2007;1
20071023;NE;73.25;26.75;13.55;6.65;1.72;0;23.10.2007;29.10.2007;1
20071016;NE;73.25;26.75;13.55;6.65;1.72;0;16.10.2007;22.10.2007;1
20071009;NE;71.25;28.75;13.55;7.03;1.72;0;09.10.2007;15.10.2007;1
20071002;NE;70.93;29.07;13.57;7.03;1.72;0;02.10.2007;08.10.2007;1
20070925;NE;70.93;29.07;13.57;7.03;1.72;0;25.09.2007;01.10.2007;1
20070918;NE;58.39;41.61;13.57;7.03;1.72;0;18.09.2007;24.09.2007;1
20070911;NE;57.63;42.37;13.57;7.02;1.72;0;11.09.2007;17.09.2007;1
20070904;NE;71.33;28.67;13.57;7.02;1.72;0;04.09.2007;10.09.2007;1
20070828;NE;70.86;29.14;14.07;7.64;3.34;0;28.08.2007;03.09.2007;1
20070821;NE;61.28;38.72;17.31;9.53;3.09;0;21.08.2007;27.08.2007;1
20070814;NE;61.28;38.72;17.31;9.54;3.09;0;14.08.2007;20.08.2007;1
20070807;NE;52.21;47.79;20.49;9.53;3.09;0;07.08.2007;13.08.2007;1
20070731;NE;47.2;52.8;19.26;9.24;0.44;0;31.07.2007;06.08.2007;1
20070724;NE;42.68;57.32;21.17;8.98;0.44;0;24.07.2007;30.07.2007;1
20070717;NE;52.87;47.13;20.83;8.98;0.44;0;17.07.2007;23.07.2007;1
20070710;NE;61.78;38.22;16.14;8.1;0;0;10.07.2007;16.07.2007;1
20070703;NE;72.77;27.23;14.55;7.36;0;0;03.07.2007;09.07.2007;1
20070626;NE;77.75;22.25;13.58;6.96;0;0;26.06.2007;02.07.2007;1
20070619;NE;77.75;22.25;13.58;6.96;0;0;19.06.2007;25.06.2007;1
20070612;NE;77.75;22.25;13.58;6.96;0;0;12.06.2007;18.06.2007;1
20070605;NE;77.75;22.25;13.58;6.96;0;0;05.06.2007;11.06.2007;1
20070529;NE;77.75;22.25;13.58;6.96;0;0;29.05.2007;04.06.2007;1
20070522;NE;77.75;22.25;14.51;6.96;0;0;22.05.2007;28.05.2007;1
20070515;NE;77.75;22.25;15.56;9.17;0;0;15.05.2007;21.05.2007;1
20070508;NE;77.75;22.25;15.56;9.17;0;0;08.05.2007;14.05.2007;1
20070501;NE;72.29;27.71;17.21;11.83;6.74;0;01.05.2007;07.05.2007;1
20070424;NE;64.27;35.73;19.98;13.33;7.98;0;24.04.2007;30.04.2007;1
20070417;NE;60.97;39.03;25.35;16.71;8.71;0;17.04.2007;23.04.2007;1
20070410;NE;60.18;39.82;25.35;16.49;8.71;0;10.04.2007;16.04.2007;1
20070403;NE;59.63;40.37;25.35;18.27;8.71;0;03.04.2007;09.04.2007;1
20070327;NE;48.08;51.92;34.1;24.22;12.33;0;27.03.2007;02.04.2007;1
20070320;NE;48.08;51.92;34.1;24.22;12.33;0;20.03.2007;26.03.2007;1
20070313;NE;48.08;51.92;34.1;24.22;12.33;0;13.03.2007;19.03.2007;1
20070306;NE;48.08;51.92;34.1;24.22;12.33;0;06.03.2007;12.03.2007;1
20070227;NE;48.06;51.94;37.66;24.22;12.33;0;27.02.2007;05.03.2007;1
20070220;NE;35.46;64.54;56.3;38.89;26.15;0;20.02.2007;26.02.2007;1
20070213;NE;35.46;64.54;56.3;38.89;26.15;0;13.02.2007;19.02.2007;1
20070206;NE;35.46;64.54;56.3;38.89;26.15;0;06.02.2007;12.02.2007;1
20070130;NE;35.46;64.54;56.3;38.89;26.15;0;30.01.2007;05.02.2007;1
20070123;NE;35.46;64.54;56.3;38.89;26.15;0;23.01.2007;29.01.2007;1
20070116;NE;35.46;64.54;56.3;38.89;26.15;0;16.01.2007;22.01.2007;1
20070109;NE;35.46;64.54;56.3;38.89;26.15;0;09.01.2007;15.01.2007;1
20070102;NE;35.94;64.06;56.3;38.89;25.62;0;02.01.2007;08.01.2007;1
20061226;NE;1.06;98.94;60.74;41.31;25.62;0;26.12.2006;01.01.2007;1
20061219;NE;1;99;63.65;41.31;30.84;0;19.12.2006;25.12.2006;1
20061212;NE;0.96;99.04;63.65;41.31;30.84;0;12.12.2006;18.12.2006;1
20061205;NE;1.88;98.12;63.65;41.31;30.84;0;05.12.2006;11.12.2006;1
20061128;NE;7.38;92.62;62.91;41.56;31.08;0;28.11.2006;04.12.2006;1
20061121;NE;7.49;92.51;62.91;41.56;31.08;0;21.11.2006;27.11.2006;1
20061114;NE;7.62;92.38;62.91;41.56;31.08;0;14.11.2006;20.11.2006;1
20061107;NE;8.02;91.98;62.91;41.56;31.08;0;07.11.2006;13.11.2006;1
20061031;NE;8.99;91.01;62.91;41.56;31.08;0;31.10.2006;06.11.2006;1
20061024;NE;8.97;91.03;62.91;41.56;31.08;0;24.10.2006;30.10.2006;1
20061017;NE;8.97;91.03;62.91;41.56;31.08;0;17.10.2006;23.10.2006;1
20061010;NE;8.97;91.03;62.91;41.56;30.69;0;10.10.2006;16.10.2006;1
20061003;NE;8.97;91.03;66.88;41.56;30.69;0;03.10.2006;09.10.2006;1
20060926;NE;8.98;91.02;66.88;41.56;31.6;0;26.09.2006;02.10.2006;1
20060919;NE;6.26;93.74;74.02;41.56;31.6;0;19.09.2006;25.09.2006;1
20060912;NE;5.65;94.35;76.72;55.88;34.81;0;12.09.2006;18.09.2006;1
20060905;NE;0.77;99.23;86.34;64.43;34.81;0;05.09.2006;11.09.2006;1
20060829;NE;0.77;99.23;86.34;64.43;33.53;0;29.08.2006;04.09.2006;1
20060822;NE;0.69;99.31;86.47;64.43;33.9;0;22.08.2006;28.08.2006;1
20060815;NE;0;100;96.44;71.88;34.07;0;15.08.2006;21.08.2006;1
20060808;NE;0;100;98.96;81.56;34.06;0;08.08.2006;14.08.2006;1
20060801;NE;0;100;100;95.53;18.68;0;01.08.2006;07.08.2006;1
20060725;NE;0;100;100;76.02;4.6;0;25.07.2006;31.07.2006;1
20060718;NE;0;100;100;68.28;4.6;0;18.07.2006;24.07.2006;1
20060711;NE;0;100;78.38;38.15;0;0;11.07.2006;17.07.2006;1
20060704;NE;1.76;98.24;78.96;44.11;11.38;0;04.07.2006;10.07.2006;1
20060627;NE;1.88;98.12;69.64;44.16;16.89;0;27.06.2006;03.07.2006;1
20060620;NE;0;100;69.64;46.29;16.89;0;20.06.2006;26.06.2006;1
20060613;NE;0;100;69.64;46.29;16.89;0;13.06.2006;19.06.2006;1
20060606;NE;19.94;80.06;64.88;41.83;0;0;06.06.2006;12.06.2006;1
20060530;NE;14.22;85.78;57.09;31.9;0;0;30.05.2006;05.06.2006;1
20060523;NE;31.6;68.4;46.91;24.61;0;0;23.05.2006;29.05.2006;1
20060516;NE;41.61;58.39;38.85;8.23;0;0;16.05.2006;22.05.2006;1
20060509;NE;41.61;58.39;38.85;2.88;0;0;09.05.2006;15.05.2006;1
20060502;NE;33.37;66.63;44.17;2.88;0;0;02.05.2006;08.05.2006;1
20060425;NE;33.07;66.93;43.42;0;0;0;25.04.2006;01.05.2006;1
20060418;NE;33.07;66.93;43.44;0;0;0;18.04.2006;24.04.2006;1
20060411;NE;33.36;66.64;44.17;0;0;0;11.04.2006;17.04.2006;1
20060404;NE;31.33;68.67;46.61;0;0;0;04.04.2006;10.04.2006;1
20060328;NE;24.9;75.1;61.07;0.97;0;0;28.03.2006;03.04.2006;1
20060321;NE;25.15;74.85;61.07;0.97;0;0;21.03.2006;27.03.2006;1
20060314;NE;11.77;88.23;63.78;12.12;0;0;14.03.2006;20.03.2006;1
20060307;NE;11.77;88.23;63.59;12.74;0;0;07.03.2006;13.03.2006;1
20060228;NE;11.56;88.44;63.96;12.74;0;0;28.02.2006;06.03.2006;1
