MapDate;StateAbbreviation;None;D0;D1;D2;D3;D4;ValidStart;ValidEnd;StatisticFormatID
20060221;NE;11.56;88.44;63.72;5.58;0;0;21.02.2006;27.02.2006;1
20060214;NE;11.56;88.44;63.63;5.58;0;0;14.02.2006;20.02.2006;1
20060207;NE;11.56;88.44;63.63;5.58;0;0;07.02.2006;13.02.2006;1
20060131;NE;11.63;88.37;58.95;0.22;0;0;31.01.2006;06.02.2006;1
20060124;NE;11.67;88.33;43.65;0.22;0;0;24.01.2006;30.01.2006;1
20060117;NE;11.67;88.33;43.65;0.22;0;0;17.01.2006;23.01.2006;1
20060110;NE;12.97;87.03;35.4;0.22;0;0;10.01.2006;16.01.2006;1
20060103;NE;12.97;87.03;34.48;0.22;0;0;03.01.2006;09.01.2006;1
20051227;NE;13.11;86.89;34.48;0.22;0;0;27.12.2005;02.01.2006;1
20051220;NE;13.11;86.89;34.48;0.22;0;0;20.12.2005;26.12.2005;1
